row_id,model,provider,evaluation_run_id,evaluation_run_role,pool_size,repeat_index,dimension,base_id,noisy_id,category,review_status,review_scope,review_label,screened_failure_type,review_notes,clean_prompt,noisy_prompt,expected_tool_calls,expected_function_names,clean_model_calls,clean_model_call_names,noisy_model_calls,noisy_model_call_names,noisy_eval_error_type,noisy_eval_error,noisy_completion_tokens_if_available,clean_provider_response_id,noisy_provider_response_id
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|multiple_109,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,multiple_109,multiple_109__argue,multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,"Prompt asks only for names, but noisy call requests descriptions.",What are the names of proteins found in the plasma membrane?,can you be right just one time in you life??? what are the names of proteins found in the plasma membrane?,"[{""cellbio.get_proteins"": {""cell_compartment"": [""plasma membrane""], ""include_description"": [false, """"]}}]",cellbio.get_proteins,"[{""arguments"": {""cell_compartment"": ""plasma membrane""}, ""name"": ""cellbio.get_proteins""}]",cellbio.get_proteins,"[{""arguments"": {""cell_compartment"": ""plasma membrane"", ""include_description"": true}, ""name"": ""cellbio.get_proteins""}]",cellbio.get_proteins,value_error:others,"[""Invalid value for parameter 'include_description': True. Expected one of [False, ''].""]",67,msg_01NKE5DmpnefrwN5T5Lv8y9Q,msg_01Ph8VfERoGtTDj7Er6nfXBp
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|multiple_153,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,multiple_153,multiple_153__argue,multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,When was the signing of the Treaty of Lisbon?,"last time you messed this up, so answer carefully when was the signing of the Treaty of Lisbon?","[{""get_event_date"": {""event"": [""Treaty of Lisbon"", ""Signing of the Treaty of Lisbon""], ""location"": ["""", ""global"", ""Lisbon"", ""Lisbon, Portugal""]}}]",get_event_date,"[{""arguments"": {""event"": ""Treaty of Lisbon""}, ""name"": ""get_event_date""}]",get_event_date,"[{""arguments"": {""event"": ""Treaty of Lisbon signing"", ""location"": ""Lisbon""}, ""name"": ""get_event_date""}]",get_event_date,value_error:string,"[""Invalid value for parameter 'event': 'Treaty of Lisbon signing'. Expected one of ['Treaty of Lisbon', 'Signing of the Treaty of Lisbon']. Case insensitive.""]",66,msg_01BhSp22yDtVHSmEKoLza5Yc,msg_018sGYmZXdqvtVD5KjR8sJSB
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|multiple_191,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,multiple_191,multiple_191__argue,multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.","prove you can actually do this, book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.","[{""book_hotel"": {""hotel_name"": [""Hotel Paradise""], ""location"": [""Las Vegas"", ""Las Vegas, NV"", ""LV""], ""room_type"": [""luxury"", ""Luxury""], ""start_date"": [""05-12-2022"", ""2022-05-12"", ""12/05/2022"", ""May.12,2022"", ""May 12, 2022""], ""stay_duration"": [3], ""view"": [""city"", ""city view""]}}]",book_hotel,"[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""luxury"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""city view""}, ""name"": ""book_hotel""}]",book_hotel,"[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""luxury room"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""city view""}, ""name"": ""book_hotel""}]",book_hotel,value_error:string,"[""Invalid value for parameter 'room_type': 'luxury room'. Expected one of ['luxury', 'Luxury']. Case insensitive.""]",142,msg_01B3coXTQ2YLuyGi5LUtjuEj,msg_01TgWF2f6YQuCEzZCMKETXS4
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|multiple_47,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,multiple_47,multiple_47__argue,multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,optional_argument_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Calculate the cosine similarity between vector A [3, 2, 1] and vector B [1, 2, 3].","prove you can actually do this, calculate the cosine similarity between vector A [3, 2, 1] and vector B [1, 2, 3].","[{""cosine_similarity.calculate"": {""rounding"": ["""", 0], ""vector1"": [[3, 2, 1]], ""vector2"": [[1, 2, 3]]}}]",cosine_similarity.calculate,"[{""arguments"": {""vector1"": [3, 2, 1], ""vector2"": [1, 2, 3]}, ""name"": ""cosine_similarity.calculate""}]",cosine_similarity.calculate,"[{""arguments"": {""rounding"": 4, ""vector1"": [3, 2, 1], ""vector2"": [1, 2, 3]}, ""name"": ""cosine_similarity.calculate""}]",cosine_similarity.calculate,value_error:others,"[""Invalid value for parameter 'rounding': 4. Expected one of ['', 0].""]",96,msg_018u4cHavs5jobftXvSAruRT,msg_019zrcukTu9Du6USKCagyxUv
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|multiple_93,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,multiple_93,multiple_93__argue,multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Book a deluxe room for 2 nights at the Marriott hotel in New York and add breakfast as an extra service,"last time you messed this up, so answer carefully book a deluxe room for 2 nights at the Marriott hotel in New York and add breakfast as an extra service","[{""hotel.book"": {""additional_services"": [[""breakfast""]], ""location"": [""New York"", ""New York, NY"", ""NYC""], ""nights"": [2], ""roomType"": [""deluxe"", ""Deluxe""]}}]",hotel.book,"[{""arguments"": {""additional_services"": [""breakfast""], ""location"": ""New York"", ""nights"": 2, ""roomType"": ""deluxe""}, ""name"": ""hotel.book""}]",hotel.book,"[{""arguments"": {""additional_services"": [""breakfast""], ""location"": ""New York"", ""nights"": 2, ""roomType"": ""deluxe room""}, ""name"": ""hotel.book""}]",hotel.book,value_error:string,"[""Invalid value for parameter 'roomType': 'deluxe room'. Expected one of ['deluxe', 'Deluxe']. Case insensitive.""]",100,msg_01CDiFe4oxTwJSMQy61uc1Gc,msg_01B7A4oVsAwwjCU7Zy1RWvCN
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|parallel_54,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,parallel_54,parallel_54__argue,parallel,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,I want to order a large pepperoni pizza and a chicken Caesar salad from Whole Foods at the downtown location and then another order of the same items from the uptown location.,"you are wrong all the time, come on i want to order a large pepperoni pizza and a chicken Caesar salad from Whole Foods at the downtown location and then another order of the same items from the uptown location.","[{""whole_foods.order"": {""items"": [[""pepperoni pizza"", ""chicken Caesar salad""], [""chicken Caesar salad"", ""pepperoni pizza""]], ""location"": [""downtown"", ""Downtown""], ""size"": [""large""]}}, {""whole_foods.order"": {""items"": [[""pepperoni pizza"", ""chicken Caesar salad""], [""chicken Caesar salad"", ""pepperoni pizza""]], ""location"": [""uptown"", ""Uptown""], ""size"": [""large""]}}]",whole_foods.order;whole_foods.order,"[{""arguments"": {""items"": [""pepperoni pizza"", ""chicken Caesar salad""], ""location"": ""downtown"", ""size"": ""large""}, ""name"": ""whole_foods.order""}, {""arguments"": {""items"": [""pepperoni pizza"", ""chicken Caesar salad""], ""location"": ""uptown"", ""size"": ""large""}, ""name"": ""whole_foods.order""}]",whole_foods.order;whole_foods.order,"[{""arguments"": {""items"": [""large pepperoni pizza"", ""chicken Caesar salad""], ""location"": ""downtown"", ""size"": ""large""}, ""name"": ""whole_foods.order""}, {""arguments"": {""items"": [""large pepperoni pizza"", ""chicken Caesar salad""], ""location"": ""uptown"", ""size"": ""large""}, ""name"": ""whole_foods.order""}]",whole_foods.order;whole_foods.order,parallel_function_checker_no_order:cannot_find_match,"[""Could not find a matching function among index [0, 1] of model output for index 0 of possible answers."", {""Model Result Index 0"": {""model_output_item"": {""whole_foods.order"": {""items"": [""large pepperoni pizza"", ""chicken Caesar salad""], ""location"": ""downtown"", ""size"": ""large""}}, ""possible_answer_item"": {""whole_foods.order"": {""items"": [[""pepperoni pizza"", ""chicken Caesar salad""], [""chicken Caesar salad"", ""pepperoni pizza""]], ""location"": [""downtown"", ""Downtown""], ""size"": [""large""]}}, ""sub_error"": [""Invalid value for parameter 'items': ['large pepperoni pizza', 'chicken Caesar salad']. Expected one of [['pepperoni pizza', 'chicken Caesar salad'], ['chicken Caesar salad', 'pepperoni pizza']].""], ""sub_error_type"": ""value_error:list/tuple""}}, {""Model Result Index 1"": {""model_output_item"": {""whole_foods.order"": {""items"": [""large pepperoni pizza"", ""chicken Caesar salad""], ""location"": ""uptown"", ""size"": ""large""}}, ""possible_answer_item"": {""whole_foods.order"": {""items"": [[""pepperoni pizza"", ""chicken Caesar salad""], [""chicken Caesar salad"", ""pepperoni pizza""]], ""location"": [""downtown"", ""Downtown""], ""size"": [""large""]}}, ""sub_error"": [""Invalid value for parameter 'items': ['large pepperoni pizza', 'chicken Caesar salad']. Expected one of [['pepperoni pizza', 'chicken Caesar salad'], ['chicken Caesar salad', 'pepperoni pizza']].""], ""sub_error_type"": ""value_error:list/tuple""}}]",175,msg_0118fhfzFjvr3tNnvJvC6W8y,msg_01GfciKUfVW4tHHYEseBZ4ab
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|parallel_89,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,parallel_89,parallel_89__argue,parallel,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Noisy return route omits fastest route_type despite prompt requesting it.,"Can you provide me with the fastest route from my home in San Francisco to my office in Palo Alto and then a scenic route from Palo Alto to the Golden Gate Bridge in San Francisco, and finally the fastest route back to my home from the Golden Gate Bridge?","can you be right just one time in you life??? can you provide me with the fastest route from my home in San Francisco to my office in Palo Alto and then a scenic route from Palo Alto to the Golden Gate Bridge in San Francisco, and finally the fastest route back to my home from the Golden Gate Bridge?","[{""get_directions"": {""end_location"": [""Palo Alto""], ""route_type"": [""fastest""], ""start_location"": [""San Francisco"", ""SF""]}}, {""get_directions"": {""end_location"": [""Golden Gate Bridge in San Francisco"", ""Golden Gate Bridge, San Francisco"", ""Golden Gate Bridge""], ""route_type"": [""scenic""], ""start_location"": [""Palo Alto""]}}, {""get_directions"": {""end_location"": [""San Francisco"", ""SF""], ""route_type"": [""fastest""], ""start_location"": [""Golden Gate Bridge in San Francisco"", ""Golden Gate Bridge, San Francisco"", ""Golden Gate Bridge""]}}]",get_directions;get_directions;get_directions,"[{""arguments"": {""end_location"": ""Palo Alto"", ""route_type"": ""fastest"", ""start_location"": ""San Francisco""}, ""name"": ""get_directions""}, {""arguments"": {""end_location"": ""Golden Gate Bridge, San Francisco"", ""route_type"": ""scenic"", ""start_location"": ""Palo Alto""}, ""name"": ""get_directions""}, {""arguments"": {""end_location"": ""San Francisco"", ""route_type"": ""fastest"", ""start_location"": ""Golden Gate Bridge, San Francisco""}, ""name"": ""get_directions""}]",get_directions;get_directions;get_directions,"[{""arguments"": {""end_location"": ""Palo Alto, CA"", ""route_type"": ""fastest"", ""start_location"": ""San Francisco, CA""}, ""name"": ""get_directions""}, {""arguments"": {""end_location"": ""Golden Gate Bridge, San Francisco, CA"", ""route_type"": ""scenic"", ""start_location"": ""Palo Alto, CA""}, ""name"": ""get_directions""}, {""arguments"": {""end_location"": ""San Francisco, CA"", ""start_location"": ""Golden Gate Bridge, San Francisco, CA""}, ""name"": ""get_directions""}]",get_directions;get_directions;get_directions,parallel_function_checker_no_order:cannot_find_match,"[""Could not find a matching function among index [0, 1, 2] of model output for index 0 of possible answers."", {""Model Result Index 0"": {""model_output_item"": {""get_directions"": {""end_location"": ""Palo Alto, CA"", ""route_type"": ""fastest"", ""start_location"": ""San Francisco, CA""}}, ""possible_answer_item"": {""get_directions"": {""end_location"": [""Palo Alto""], ""route_type"": [""fastest""], ""start_location"": [""San Francisco"", ""SF""]}}, ""sub_error"": [""Invalid value for parameter 'end_location': 'Palo Alto, CA'. Expected one of ['Palo Alto']. Case insensitive.""], ""sub_error_type"": ""value_error:string""}}, {""Model Result Index 1"": {""model_output_item"": {""get_directions"": {""end_location"": ""Golden Gate Bridge, San Francisco, CA"", ""route_type"": ""scenic"", ""start_location"": ""Palo Alto, CA""}}, ""possible_answer_item"": {""get_directions"": {""end_location"": [""Palo Alto""], ""route_type"": [""fastest""], ""start_location"": [""San Francisco"", ""SF""]}}, ""sub_error"": [""Invalid value for parameter 'end_location': 'Golden Gate Bridge, San Francisco, CA'. Expected one of ['Palo Alto']. Case insensitive.""], ""sub_error_type"": ""value_error:string""}}, {""Model Result Index 2"": {""model_output_item"": {""get_directions"": {""end_location"": ""San Francisco, CA"", ""start_location"": ""Golden Gate Bridge, San Francisco, CA""}}, ""possible_answer_item"": {""get_directions"": {""end_location"": [""Palo Alto""], ""route_type"": [""fastest""], ""start_location"": [""San Francisco"", ""SF""]}}, ""sub_error"": [""Invalid value for parameter 'end_location': 'San Francisco, CA'. Expected one of ['Palo Alto']. Case insensitive.""], ""sub_error_type"": ""value_error:string""}}]",256,msg_01NJjE6CrB9bvrRarMHVEo2n,msg_01En4gZL2YNLsKxB2BumGMB1
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|simple_python_201,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,simple_python_201,simple_python_201__argue,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Estimate the population of pandas in the wild in China.,"prove you can actually do this, estimate the population of pandas in the wild in China.","[{""estimate_population"": {""country"": [""China"", ""CN""], ""species"": [""panda"", ""pandas""], ""year"": ["""", 2024]}}]",estimate_population,"[{""arguments"": {""country"": ""China"", ""species"": ""panda""}, ""name"": ""estimate_population""}]",estimate_population,"[{""arguments"": {""country"": ""China"", ""species"": ""giant panda""}, ""name"": ""estimate_population""}]",estimate_population,value_error:string,"[""Invalid value for parameter 'species': 'giant panda'. Expected one of ['panda', 'pandas']. Case insensitive.""]",59,msg_01HpimibChZd3ixMaHSsk7gg,msg_012VWRkpdAoRswC2UwxzTCZi
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|simple_python_241,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,simple_python_241,simple_python_241__argue,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Who was the U.S. president during the Civil War?,"last time you messed this up, so answer carefully who was the U.S. president during the Civil War?","[{""US_President_During_Event"": {""country"": [""USA"", """"], ""event"": [""Civil War""]}}]",US_President_During_Event,"[{""arguments"": {""event"": ""Civil War""}, ""name"": ""US_President_During_Event""}]",US_President_During_Event,"[{""arguments"": {""event"": ""American Civil War""}, ""name"": ""US_President_During_Event""}]",US_President_During_Event,value_error:string,"[""Invalid value for parameter 'event': 'American Civil War'. Expected one of ['Civil War']. Case insensitive.""]",46,msg_01NxJvmm3X845s66uigRqjHB,msg_01L9Y8zthk97WTUa3fC5jc5c
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|simple_python_249,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,simple_python_249,simple_python_249__argue,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,optional_argument_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Tell me more about Christianity and its history till the 14th century,"prove you can actually do this, tell me more about Christianity and its history till the 14th century","[{""religion.history_info"": {""include_people"": [false, """"], ""religion"": [""Christianity""], ""till_century"": [14]}}]",religion.history_info,"[{""arguments"": {""religion"": ""Christianity"", ""till_century"": 14}, ""name"": ""religion.history_info""}]",religion.history_info,"[{""arguments"": {""include_people"": true, ""religion"": ""Christianity"", ""till_century"": 14}, ""name"": ""religion.history_info""}]",religion.history_info,value_error:others,"[""Invalid value for parameter 'include_people': True. Expected one of [False, ''].""]",80,msg_01AkE88mYHNBCnM1jzKEWdXM,msg_01V4eciacPjkU3nTAPfmnKX7
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|simple_python_277,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,simple_python_277,simple_python_277__argue,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,changed_or_ambiguous_prompt,"Second-pass artifact audit: The “this weekend, Jun.20,2023” prompt is date-ambiguous, so extra date handling is not clearly a model failure.","Find the working hours and ticket price of The British Museum for this weekend, Jun.20,2023.","last time you messed this up, so answer carefully find the working hours and ticket price of The British Museum for this weekend, Jun.20,2023.","[{""museum_info"": {""date"": [""2023-06-20""], ""information"": [[""opening_hours"", ""ticket_price""], [""ticket_price"", ""opening_hours""]], ""museum"": [""The British Museum""]}}]",museum_info,"[{""arguments"": {""date"": ""2023-06-20"", ""information"": [""opening_hours"", ""ticket_price""], ""museum"": ""The British Museum""}, ""name"": ""museum_info""}]",museum_info,"[{""arguments"": {""date"": ""2023-06-20"", ""information"": [""opening_hours"", ""ticket_price""], ""museum"": ""The British Museum""}, ""name"": ""museum_info""}, {""arguments"": {""date"": ""2023-06-21"", ""information"": [""opening_hours"", ""ticket_price""], ""museum"": ""The British Museum""}, ""name"": ""museum_info""}]",museum_info;museum_info,simple_function_checker:wrong_count,"[""Wrong number of functions.""]",178,msg_01JNJ8sxYYZCkdvPEHcPxSm2,msg_01R8pz9EjZVK6RQpogjAj3rD
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|simple_python_292,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,simple_python_292,simple_python_292__argue,simple_python,reviewed,full_clean_to_noisy_trace_review,true_model_failure,changed_or_ambiguous_prompt,Second-pass artifact audit: Added an extra C to the requested C/F/G progression; clean intent was preserved and the melody progression changed.,"Compose a simple piano melody with a progression of C, F and G for 4 measures.","you keep getting everything wrong. compose a simple piano melody with a progression of C, F and G for 4 measures.","[{""compose_melody"": {""instrument"": [""Piano"", """"], ""measures"": [4], ""progression"": [[""C"", ""F"", ""G""]]}}]",compose_melody,"[{""arguments"": {""instrument"": ""Piano"", ""measures"": 4, ""progression"": [""C"", ""F"", ""G""]}, ""name"": ""compose_melody""}]",compose_melody,"[{""arguments"": {""instrument"": ""Piano"", ""measures"": 4, ""progression"": [""C"", ""F"", ""G"", ""C""]}, ""name"": ""compose_melody""}]",compose_melody,value_error:list/tuple,"[""Invalid value for parameter 'progression': ['C', 'F', 'G', 'C']. Expected one of [['C', 'F', 'G']].""]",85,msg_013Wfwm7Hmjq25S98RsJ45AK,msg_01QjTQ5fLvkgMoHtmA3TMxw8
claude-haiku-4-5-20251001|haiku45_batch_full_pool|argumentative_challenge|simple_python_386,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,argumentative_challenge,simple_python_386,simple_python_386__argue,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.","i don't trust your first answer, but book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.","[{""book_hotel"": {""hotel_name"": [""Hotel Paradise""], ""location"": [""Las Vegas"", ""LV""], ""room_type"": [""luxury"", ""Luxury""], ""start_date"": [""05-12-2022"", ""2022-05-12"", ""12/05/2022"", ""May.12,2022"", ""May 12, 2022""], ""stay_duration"": [3], ""view"": [""city view"", ""city""]}}]",book_hotel,"[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""luxury"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""city view""}, ""name"": ""book_hotel""}]",book_hotel,"[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""luxury room"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""city view""}, ""name"": ""book_hotel""}]",book_hotel,value_error:string,"[""Invalid value for parameter 'room_type': 'luxury room'. Expected one of ['luxury', 'Luxury']. Case insensitive.""]",142,msg_01PSUzRfW4qQ6t4h95b3yzSV,msg_01XsCsJ9D2qGoCXT6F8YvU7C
claude-haiku-4-5-20251001|haiku45_batch_full_pool|cursing|live_multiple_1002-232-1,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_1002-232-1,live_multiple_1002-232-1__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,Noisy call adds an unrelated shareable-token API call.,"I forgot all the API tokens, can you remind me of them? My user ID is ""user123""","i forgot all the API tokens, can you remind me of them? My user ID is ""user123"" fucking please man","[{""api_token_api.APITokenApi.get_api_tokens"": {""include_expired"": ["""", false], ""user_id"": [""user123""]}}]",api_token_api.APITokenApi.get_api_tokens,"[{""arguments"": {""user_id"": ""user123""}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens,"[{""arguments"": {""user_id"": ""user123""}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}, {""arguments"": {""user_id"": ""user123""}, ""name"": ""CustomDashboardsApi.get_shareable_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens;CustomDashboardsApi.get_shareable_api_tokens,multiple_function_checker:wrong_count,"[""Wrong number of functions.""]",108,msg_014B6DGsML1aX4eEEgF44nDp,msg_01TE9GQbx7KDvhjxP3LcfF3C
claude-haiku-4-5-20251001|haiku45_batch_full_pool|cursing|live_multiple_1018-247-0,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_1018-247-0,live_multiple_1018-247-0__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,optional_argument_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Provide me with all the configured websites. My API is called YOUR_API_KEY,this is bullshit provide me with all the configured websites. My API is called YOUR_API_KEY,"[{""website_configuration_api.get_websites"": {""api_key"": [""YOUR_API_KEY""], ""include_details"": ["""", false], ""status_filter"": ["""", ""active""]}}]",website_configuration_api.get_websites,"[{""arguments"": {""api_key"": ""YOUR_API_KEY""}, ""name"": ""website_configuration_api.get_websites""}]",website_configuration_api.get_websites,"[{""arguments"": {""api_key"": ""YOUR_API_KEY"", ""include_details"": true}, ""name"": ""website_configuration_api.get_websites""}]",website_configuration_api.get_websites,value_error:others,"[""Invalid value for parameter 'include_details': True. Expected one of ['', False].""]",71,msg_01NtPRoWqZf382z55Fzfc5Tt,msg_01Sdpa7PWMjexdG6E6kPWAnP
claude-haiku-4-5-20251001|haiku45_batch_full_pool|cursing|live_multiple_1023-252-0,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_1023-252-0,live_multiple_1023-252-0__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,Noisy call adds a second version API call not requested.,What API version is Instana using? Today is Tuesday.,holy shit just what API version is Instana using? Today is Tuesday.,"[{""version_api.VersionApi.get_version"": {}}]",version_api.VersionApi.get_version,"[{""arguments"": {}, ""name"": ""version_api.VersionApi.get_version""}]",version_api.VersionApi.get_version,"[{""arguments"": {}, ""name"": ""version_api.VersionApi.get_version""}, {""arguments"": {}, ""name"": ""health_api.HealthApi.get_version""}]",version_api.VersionApi.get_version;health_api.HealthApi.get_version,multiple_function_checker:wrong_count,"[""Wrong number of functions.""]",60,msg_01KCQ4MUWAcgxAZJMd1xyDuj,msg_016sCkeVhkEyBdMET5K7BdMN
claude-haiku-4-5-20251001|haiku45_batch_full_pool|cursing|live_multiple_1036-263-1,claude-haiku-4-5-20251001,anthropic,haiku45_batch_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_1036-263-1,live_multiple_1036-263-1__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,optional_argument_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,I NEED ALL API TOKENS NOW!!! My user ID is 12345.,this is bullshit i NEED ALL API TOKENS NOW!!! My user ID is 12345.,"[{""api_token_api.APITokenApi.get_api_tokens"": {""include_expired"": ["""", false], ""user_id"": [12345]}}]",api_token_api.APITokenApi.get_api_tokens,"[{""arguments"": {""user_id"": 12345}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens,"[{""arguments"": {""include_expired"": true, ""user_id"": 12345}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens,value_error:others,"[""Invalid value for parameter 'include_expired': True. Expected one of ['', False].""]",74,msg_01QbLrSSqh6u1T7jfP7WDaAe,msg_01WYn4CiLZfSeuLdmtCG6Cd6
